,0
"289 Devonshire St,Boston, MA 02110,",0.7392429126585229 -1.2401700923448329
"150 Richmond St,Boston, MA 02109,",0.7394041592647915 -1.2401111525759931
"200 Terminal B,BA2-A15,Boston, MA 02359,",0.735072100561675 -1.2348733973301642
"Boston Logan Int'l Airport 200,Terminal BA2-A15,East Boston, MA 02128,",0.7394573554990412 -1.239496847822526
"300 Terminal Dr,Charlestown, MA 02129,",0.7397072950305948 -1.2400122220780023
"200 Terminal St,Charlestown, MA 02129,",0.7397478774263623 -1.2400367753699195
"121 Water St,Boston, MA 02109,",0.7393133567651272 -1.2401116805380918
"554 Dudley St,Dorchester, MA 02125,",0.7386699062297947 -1.2404178470681413
"56 L St,South Boston, MA 02127,",0.7389327275078706 -1.2397771785876361
"14 Corinth St,Roslindale, MA 02131,",0.7380626128079105 -1.2414321320729684
"1 Harborside Dr,Boston Logan International Airport - Terminal E,Boston, MA 02128,",0.739521260729603 -1.2394913290914311
"143 Richmond St,Boston, MA 02109,",0.7394040911969505 -1.240108723950339
"72 Broad St,Boston, MA 02110,",0.7393029676927547 -1.2400828171555869
"66 Staniford St,Boston, MA 02114,",0.7393964719621013 -1.2402761490221597
"5197 Washington St,West Roxbury, MA 02132,",0.737623291618568 -1.2419043946066133
"401-403 D St,Aloft Boston Seaport District,Boston, MA 02210,",0.7390546998426463 -1.2399457451047877
"132 Brookline Ave,Boston, MA 02215,",0.7390848565141268 -1.2409172075837525
"Logan International Airport Terminal C,300 Terminal Dr,Boston, MA 02128,",0.7395125738819379 -1.2395072328755534
"99 Harrison Ave,Boston, MA 02111,",0.739184321082869 -1.240235100623482
"26 Oxford St,Boston, MA 02111,",0.7391993946189536 -1.2402132325206192
"90 N Washington St,Boston, MA 02113,",0.7394394437136143 -1.2401813732804534
"40 Broad St,Boston, MA 02109,",0.7393179251644442 -1.2401049156419113
"247 Newbury St,Boston, MA 02116,",0.7391658005215113 -1.2406035736624983
"71 Summer St,Boston, MA 02110,",0.7392424859255208 -1.2401896810476927
"157-A Massachusetts Avenue,Ste A,Boston, MA 02127,",0.7391086820037458 -1.2406866530802225
"551 Boylston Street,Boston, MA 02116,",0.7391812894459581 -1.240486016138066
"530 American Legion Highway,Roslindale, MA 02131,",0.7380752393923843 -1.241020541547446
"145 Tremont St,Boston, MA 02111,",0.7392625615752417 -1.240258340555137
"1890 Centre St,West Roxbury, MA 02132,",0.7380448296481623 -1.241879251393409
"1946 Centre St,West Roxbury, MA 02132,",0.7380123551794351 -1.2418972675546127
"1732 Centre St,West Roxbury, MA 02132,",0.7380733675267614 -1.2417720009108741
"1836 Centre St,West Roxbury, MA 02132,",0.7380616005169446 -1.2418493600119747
"647 Tremont St,Boston, MA 02118,",0.7390332689447611 -1.2404762606202115
"48 Winter St,Boston, MA 02111,",0.7392763383316924 -1.2402425566700466
"100 High St,Boston, MA 02109,",0.7392412991016295 -1.2401334413032061
"324 Newbury St,Boston, MA 02115,",0.7391450267400893 -1.2406627926840186
"3 Appleton St,Boston, MA 02116,",0.7391111621166132 -1.240377105847412
"885 Boylston St,Boston, MA 02116,",0.7391446846555559 -1.2406197389020306
"116 Brighton Ave,Allston, MA 02134,",0.7392184527417208 -1.2414424766394454
"487 Cambridge St,Allston, MA 02134,",0.73923615299833 -1.2415545730286481
"244 Newbury St,Boston, MA 02116,",0.7391612007062677 -1.2405983603640227
"415 Summer St,Boston Convention Ctr,Boston, MA 02210,",0.7391038352244131 -1.2399565780194766
"23 Hudson St,Boston, MA 02111,",0.7391794655768895 -1.240212281316177
"325 Huntington Ave,Boston, MA 02115,",0.7390111442784981 -1.2406969531408032
"173 Border St,East Boston, MA 02128,",0.7395946034841165 -1.2398575361643922
"950 American Legion Hwy Ste 9,Roslindale, MA 02131,",0.7378912904158702 -1.2411628522039952
"10 Fairmount Ave,Hyde Park, MA 02136,",0.7375250863048814 -1.2412709299725957
"563 Washington St,Brighton, MA 02135,",0.7391693758284841 -1.2420304431578568
"388 Blue Hill Ave,Boston, MA 02121,",0.7384959832971687 -1.2405735129841269
"290 Washington St,Brighton, MA 02135,",0.7391511144485202 -1.2417944222831097
"821 Washington St,Boston, MA 02111,",0.7391526974621518 -1.2402790925199432
"23 S Huntington Ave,Jamaica Plain, MA 02130,",0.7388473049856259 -1.241115353068402
"300 Terminal C,Pier B,Boston, MA 02128,",0.7394608685028473 -1.2394590748781682
"333 W 1st St,Boston, MA 02127,",0.7389770387995849 -1.239962182615683
"58 Hemenway St,Boston, MA 02115,",0.7390798116399239 -1.2407221705305005
"9 Barnes Ave,Boston, MA 02128,",0.7397997442484084 -1.239253652243202
"22 W Broadway,Boston, MA 02127,",0.7390459251998319 -1.2401468480498548
"400 Dorchester Ave,Boston, MA 02127,",0.7389062796610506 -1.240149570763488
"420 West St,Hyde Park, MA 02136,",0.737746887109548 -1.241477933875864
"47 Huntington Ave,Copley Square Hotel,Boston, MA 02116,",0.7391404548501138 -1.2405339446246546
"657 Washington St,Boston, MA 02111,",0.7392073611743243 -1.2402580194145547
"417 Washington St,The Corner Food Court,Boston, MA 02110,",0.7392486722450542 -1.240135666598002
"117 Chiswick Rd,Brighton, MA 02135,",0.7390076763092744 -1.2418099330241723
"196 Quincy St,Boston, MA 02128,",0.7385258642066274 -1.2404609505920132
"23 Drydock Ave,Boston, MA 02210,",0.7390752336412959 -1.2396877226094898
"126 Brookline Ave,Boston-Fenway, MA 02215,",0.7390892678338113 -1.2409094618125323
"2297 Dorchester Ave,Dorchester, MA 02124,",0.7378151067940207 -1.240349192796685
"239 Grove St,Boston, MA 02132,",0.7376269411020341 -1.2419054697294325
"116 Washington St,Dorchester, MA 02121,",0.7383880416642498 -1.2405586471422227
"284 Centre St,Jamaica Plain, MA 02130,",0.7386966359472887 -1.2409413219253627
"53 Boston Wharf Rd,Boston, MA 02210,",0.7391917666574579 -1.2399590846562607
"5 N Beacon St,Allston, MA 02134,",0.7392351869585889 -1.2415618239990256
"772 Blue Hill Ave,Dorchester Center, MA 02124,",0.7382682509910392 -1.240673810074922
"300A Centre St,Jamaica Plain, MA 02130,",0.7386965661341185 -1.2409590492345752
"1417 Centre St,West Roxbury, MA 02132,",0.7381929688317482 -1.241546969501762
"665 Tremont St,Boston, MA 02118,",0.7390286778561638 -1.2404831695060559
"2 Winter Pl,Boston, MA 02108,",0.7392698282535823 -1.2402389167858914
"1238 River St,Hyde Park, MA 02136,",0.7375265035122341 -1.2413087023882674
"801 Massachusetts Ave,Boston, MA 02118,",0.7388722623212646 -1.2404441387079934
"21A Beacon St,Boston, MA 02108,",0.7393111218710201 -1.240250311167913
"460 Centre St,Jamaica Plain, MA 02130,",0.7386362693717854 -1.2411089433467242
"1735-1741 Dorchester Ave,Boston, MA 02124,",0.738140075756102 -1.2402593511007738
"102 Tremont St,Boston, MA 02108,",0.739295908708595 -1.2402266200686467
"3 Center Plz,Boston, MA 02108,",0.7393314654287813 -1.240207360360351
"92 State St,Merchants Row Entrance,Boston, MA 02109,",0.7393303161294689 -1.2401252862522758
"1 Dalton St,Fl 2,Boston, MA 02199,",0.7390956958814464 -1.240628802396836
"221 Main St,Charlestown, MA 02129,",0.7396334833111987 -1.2403043561608658
"100 Van Ness St,Boston, MA 02215,",0.739079697320858 -1.240908036751198
"1282 Boylston St,Boston, MA 02215,",0.7390758689411439 -1.2408569178027362
"182 Brighton Ave,Allston, MA 02134,",0.739223604081008 -1.241494036283543
"326 Commercial St,Boston, MA 02109,",0.7394387194019749 -1.2400541588492693
"783 Tremont St,Boston, MA 02118,",0.7389832094111554 -1.2405678214654359
"87 Summer St,Boston, MA 02110,",0.7392392762650262 -1.2401817834328275
"47 Northern Ave,Boston, MA 02210,",0.7392270764135548 -1.2399731127401237
"372 Congress St,Boston, MA 02210,",0.739171851578028 -1.2399945933798924
"800 Boylston St,Ste 17,Boston, MA 02199,",0.7391383267650692 -1.24055774795368
"13 School St,Boston, MA 02108,",0.7393029624567671 -1.240186399828699
"659 Boylston St,Boston, MA 02116,",0.739168444695328 -1.240532420079553
"1 S Market St,Quincy Market Bldg,Boston, MA 02109,",0.7393478985763535 -1.2401174357613003
"267 Washington St,Boston, MA 02111,",0.739305857957996 -1.2401744390873348
"209 Columbus Ave,Boston, MA 02116,",0.7391469631828945 -1.2404231738130183
"1095 Commonwealth Ave,Ste 204,Boston, MA 02215,",0.7392158268938612 -1.241351544985416
"358C Centre St,Jamaica Plain, MA 02130,",0.7386884555890847 -1.2410373089255697
"Summer Street & Washington Street,Boston, MA 02111,",0.739265801778998 -1.2402163165174076
"1 International Pl,Boston, MA 02110,",0.7392708867957738 -1.2400732169720363
"Copley Plz,Boston, MA 02228,",0.7391716229398958 -1.2404932993970346
"50 Northern Ave,Boston, MA 02210,",0.7392287850908926 -1.239970853411407
"Saint Mary's St & Commonwealth Ave,Boston, MA 02215,",0.7391725191664668 -1.2410199900234025
"Boston, MA 02101,",0.7400339145454622 -1.2347995367415492
"Comnwlth Pier,Boston, MA 02108,",0.7391695747960185 -1.2398798196556167
"Commonwealth Pier,Boston, MA 02210,",0.7391695747960185 -1.2398798196556167
"Charles St,Boston, MA 02114,",0.7394332594833888 -1.2403638558364172
"80 Brookline Ave,Boston, MA 02215,",0.7391115347444083 -1.2408896462168697
"83A Seaport Blvd,Boston, MA 02210,",0.7392044935983633 -1.2399660415386593
"Bolyston & Darthmouth,Boston, MA 02116,",0.7391721823179211 -1.240509880897593
"1121 Harrison Ave,Boston, MA 02119,",0.7388327620296334 -1.2405865532116331
"Boston, MA 02128,",0.7399895116239621 -1.238878233322449
"Purchase St High St,Boston, MA 02110,",0.7392880948695338 -1.2400594567962135
"Stuart And Trinity,Boston, MA 02116,",0.7391459761992026 -1.240475819051911
"Pi Aly,Boston, MA 02108,",0.7393141334366444 -1.2401903015122417
"Boston, MA,",0.7400339145454622 -1.2347995367415492
"267 Franklin St,Boston, MA 02110,",0.7392871585003901 -1.2400941626683897
"75 Northern Ave,Boston, MA 02210,",0.7392133511443171 -1.2399491005002747
"728 Huntington Ave,Boston, MA 02115,",0.7388878629467835 -1.2409963521566783
"Boston, MA 02118,",0.7391096894027025 -1.2402142113063515
"667 Vfw Pkwy,Boston, MA 02467,",0.738233370585938 -1.2419007198158731
"8 Fid Kennedy Ave,Boston, MA 02210,",0.7391538249448487 -1.2397108229148048
"817 Harrison Ave,Boston, MA 02118,",0.7389195685979754 -1.2404584556438478
"367 Centre St,Jamaica Plain, MA 02130,",0.7386888404341847 -1.2410548171959614
"3RD Ave,Boston, MA 02129,",0.7396474393078759 -1.2400622611963434
"400 Brookline Ave,The Longwood Galleria,Boston, MA 02215,",0.7389692851743829 -1.241023661323484
"Boston, MA 02215,",0.7392274834192488 -1.2407124679012107
"902 S St,Roslindale, MA 02131,",0.7380975063029812 -1.2415144540177974
"1095 Commonwealth Ave,Boston, MA 02215,",0.7392158268938612 -1.241351544985416
"Louis Pasteur Ave,Boston, MA 02115,",0.7389831443052867 -1.2409406068690558
"425 Summer St,Boston, MA 02210,",0.7390959794974498 -1.2399198583813222
"Boston City Hall,Boston, MA 02108,",0.739348975444502 -1.2401662037512595
"178 Thorndike St,Brookline, MA 02446,",0.7391712005702169 -1.2413608484629937
"113 Dartmouth St,Boston, MA 02116,",0.7391043047179818 -1.24047440969854
"171 Milk St,Boston, MA 02109,",0.7393162496483625 -1.2400908666140973
"Stuart St,Boston, MA 02116,",0.7391783524008053 -1.2402794272791813
"Charlestown, MA 02129,",0.7399322665698259 -1.2399569166133515
"Central Sq,Boston, MA,",0.7395957292214843 -1.2398499326375059
"1400 Tremont St,Roxbury Crossing Station - Space D,Roxbury Crossing, MA 02120,",0.7388467805141855 -1.2408188783516891
"1880 William J Day Blvd,Boston, MA 02127,",0.7389424088492312 -1.2395785417928022
"637 River St,Mattapan, MA 02126,",0.7376897284492098 -1.2408951457493427
"22 Central Sq,Boston, MA 02128,",0.739608941363922 -1.2398334881452933
"263 Huntington Ave,Boston, MA 02115,",0.7390333780278393 -1.2406615517549204
"Dorchester, MA,",0.7388120130267991 -1.2397538719894916
"Terminal B,Logan Airport,Boston, MA 02228,",0.7394236624465179 -1.2395018528981343
"Summer St & Federal St,Boston, MA 02111,",0.739244970401711 -1.2401871599195882
"352 Harrison Ave,Ste B,Boston, MA 02118,",0.7390855991517237 -1.2402682470439712
"Tremont St,Boston, MA 02116,",0.7391924494251739 -1.2403094609049496
"339 Northern Ave,Boston, MA 02210,",0.7390848530234684 -1.239733250395693
"City Hall Plz,Boston, MA 02108,",0.7393322290103289 -1.2401973063911946
"479 Blue Hill Ave,Dorchester, MA 02121,",0.738450044485927 -1.240613024620398
"181 Chestnut Hill Ave,Boston, MA 02135,",0.7390303987508062 -1.241859126874469
"1002 Beacon St,Brookline, MA 02446,",0.7391086680411121 -1.2410275795876549
"736 Huntington Ave,Boston, MA 02115,",0.7388869693382066 -1.2409992939091323
"1098 Commonwealth Ave,Boston, MA 02215,",0.7392023791319745 -1.2413298793407463
"Boston, MA 02112,",0.7393450152924292 -1.2402074223195394
"Atlantic St,Boston, MA 02127,",0.7388930500653206 -1.239967407258799
"1 Park Ln,Boston, MA 02210,",0.739137229481656 -1.2398275836964339
"1095 Commonwealth Ave,Ste 212,Boston, MA 02215,",0.7392158216578734 -1.2413515467307452
"100 Atlantic Ave,Boston, MA 02110,",0.7393801095003637 -1.2400443788968059
"Franklin St And Washington St,Boston, MA 02228,",0.7388366436418898 -1.2406062632148755
"60 Seaport Blvd,Boston, MA 02210,",0.7392186892338347 -1.2399848876039223
"22 Central Sq,East Boston, MA 02128,",0.739608941363922 -1.2398334881452933
"1592 Blue Hill Ave,Mattapan, MA 02126,",0.73776437094533 -1.2407900821643605
"354 Harrison Ave,Boston, MA 02118,",0.7390849167279862 -1.2402686903576012
"253 Summer St,Boston, MA 02210,",0.7391692370748084 -1.2400491960055413
"Washington St,Boston, MA 02228,",0.7388366436418898 -1.2406062632148755
"2 S Station,Boston, MA 02110,",0.7391992977531802 -1.240133735391185
"70 Rowes Wharf,Boston, MA 02110,",0.7392822209639363 -1.2400421885085944
"269 Huntington Ave,Boston, MA 02115,",0.7390319957270717 -1.2406621250955798
"130 Newmarket Sq,Roxbury, MA 02118,",0.7388259343015997 -1.2403373804083073
"211 Hanover St,Boston, MA 02113,",0.7393934368345318 -1.2401270228548817
"143 Washington St,Dorchester Center,Boston, MA 02121,",0.7384741256662813 -1.240607293831799
"Newmarket Square,Boston, MA 02118,",0.7388188320281869 -1.2403118397887203
"46 Newmarket Sq,Boston, MA 02118,",0.7387930304818765 -1.2403118270427291
"140 Seaport Blvd,Boston, MA 02210,",0.7391957425174939 -1.2399172203161581
"60 Rowes Wharf,Boston, MA 02110,",0.7392847761259612 -1.2400414703056075
"197 N Harvard St,Allston, MA 02134,",0.7394139025653408 -1.241430999354284
"70 Sleeper St,Envoy Hotel,Boston, MA 02211,",0.7392356119462616 -1.2399987734434512
"3 Franklin St,Boston, MA 02110,",0.7392686772089408 -1.2401875657086392
"120 Newmarket Sq,Boston, MA 02118,",0.7388284100511436 -1.2403384441864864
"289 Huntington Ave,Boston, MA 02115,",0.7390247473746882 -1.2406706213583785
"Exchange Pl,Boston, MA 02109,",0.7393131630335802 -1.240138387566306
"625 Huntington Ave,Massachusetts College of Art - Kennedy Building,Boston, MA 02115,",0.7389287996443891 -1.2409114741771596
"735 Huntington Ave,Boston, MA 02115,",0.738893482906975 -1.240999495494661
"267 Huntington Ave,Boston, MA 02115,",0.7390326423715596 -1.240661524702317
"1095 Commonwealth Ave,Boston, MA 02228,",0.7392158268938612 -1.241351544985416
"Hyde Park, MA 02136,",0.7379077719039752 -1.2408823076360516
"1222 Arsenal St,c, MA 02135,",0.7393741099310599 -1.2417127059675312
"Boston, MA 02144,",0.740335716879717 -1.2409992935651541
"507 Boylston St,Boston, MA 02116,",0.7391866833860113 -1.2404672145786986
"Jamaica Plain, MA,",0.7387992040554188 -1.240843732368924
"One Financial Ctr,Boston, MA 02111,",0.7392067380917814 -1.2401415754101845
"Commonwealth Ave And St Marys St,Brookline, MA 02446,",0.7391725191664668 -1.2410199900234025
"1 Financial Ctr,Boston, MA 02111,",0.7392722272086393 -1.2400764292505246
"1096 Commonwealth Ave,Boston, MA 02134,",0.7392035781731707 -1.2413297309877602
"416 Tremont St,Boston, MA 02116,",0.7391150568188388 -1.2403598881743412
"383 Congress St,Boston, MA 02210,",0.7391630987518293 -1.2399885589040036
"492 Tremont St,Boston, MA 02116,",0.7390954707339729 -1.2403705294467904
"18 Airport Rd - Departure Level,Terminal C,Boston, MA 02128,",0.7394860588399413 -1.2395310662191539
"Harrison And Concord St,Boston, MA 02118,",0.7389345557402621 -1.240438327634249
"Harrison Ave,Boston, MA 02118,",0.7390919533668442 -1.240284071600321
"77 Seaport Blvd,Boston, MA 02210,",0.739207399571568 -1.239972335195942
"79 Meridian St,Boston, MA 02128,",0.7395584009921073 -1.2398393044550255
"0 Post Office Sq,Boston, MA 02109,",0.7392998304634244 -1.2401438993160838
"294 Congress St,Boston, MA 02210,",0.7392230237590317 -1.2400772731172178
"100 Northern Ave,Boston, MA 02210,",0.739206489382363 -1.239925081279109
"178 Kneeland St,Boston, MA 02111,",0.7391668145578066 -1.240168389776148
"870 Blue Hill Ave,Dorchester, MA 02121,",0.7382120679697528 -1.2406899142279297
"1 Fish Pier St W,Boston, MA 02210,",0.7391636153692879 -1.2398495617550396
"399 Chestnut Hill Ave,Brookline, MA 02445,",0.7389107328686368 -1.2417784673557528
"973 Commonwealth Ave,Boston, MA 02215,",0.7392014506168126 -1.2412517837107013
"119 Seaport Blvd,Ste B,Boston, MA 02210,",0.7391907395311931 -1.2399427771723948
"71 1/2 Charles St,Boston, MA 02114,",0.7393133724730905 -1.2403889304530942
"109 Seaport Blvd,Boston, MA 02210,",0.7391913730857115 -1.2399445251196406
"1 International Pl,Ste 190,Boston, MA 02110,",0.7392708867957738 -1.2400732169720363
"2 Broad St,Boston, MA 02109,",0.7393264397532001 -1.240110415174384
"984 Blue Hill Ave,Dorchester Center, MA 02124,",0.7381280792354882 -1.2407177216862373
"64 Seaport Blvd,Boston, MA 02210,",0.7392175381891927 -1.2399820994404425
"52 Summer St,Boston, MA 02110,",0.7392481687175653 -1.2401875255660666
"Vfw Pkwy,West Roxbury, MA 02132,",0.7380951521977985 -1.2421558499566223
"763 Centre St,Jamaica Plain, MA 02130,",0.7384756886086264 -1.24117034228448
"1762 Paget Plz,Boston, MA 03051,",0.7400339145454622 -1.2347995367415492
"855 River St,Mattapan, MA 02126,",0.7376483475653096 -1.2410525648485617
"300 Northern Ave,Boston, MA 02210,",0.7391354640811177 -1.2397853257845846
"35 W Newton St,Boston, MA 02118,",0.7389813419088559 -1.2404566850073213
"107 Seaport Blvd,Boston, MA 02210,",0.7391920921613632 -1.2399457250335013
"100 Morrissey Blvd, Boston, MA 02125",0.7385515284006134 -1.2398649590497006
"22 Harbor Ave, Boston, MA",0.7390866000980497 -1.2397984288439439
"10 Beacon St, Boston, MA",0.7393121236900108 -1.2402395538310684
"5 North End, Boston, MA",0.739352346547952 -1.240142745653448
"88 Green St, Boston, MA",0.7396663853855928 -1.240241428314685
"7 Elm St, Boston, MA",0.7382971545161168 -1.2400972615004766
"300 South St, Boston, MA",0.7383097461940052 -1.2411838406609152
"50 India St, Boston, MA",0.7393148472763084 -1.2400816748375914
"12 Baker Ln, Boston, MA",0.7377948007608384 -1.2419949937754198
"99 High St, Boston, MA",0.7392440008713114 -1.2401138604543278
"635 Hyde Park Ave,Roslindale, MA 02131,",0.7379242692847513 -1.2412444219119163
